,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,np
4,1448140385075691524,1448140385075691524,2021-10-13 13:15:47 JST,2021-10-13,13:15:47,900,986316997385338880,kanroroameame,甘露,,Spotify聴いてたら！小西さんの！ライフネット生命のCM流れて！！ひとりでキャー💓😆💓って叫んでしまいました！！耳が幸せとはこのこと！これからもバンバン流して頂きたいっ！！,ja,[],[],[],0,0,0,[],[],https://twitter.com/kanroroameame/status/1448140385075691524,False,https://twitter.com/KCONIQ/status/1447487181799378947,0,,,,,,,,[],,,,,-0.593143
16,1448136464605212680,1447965219548848134,2021-10-13 13:00:12 JST,2021-10-13,13:00:12,900,1918985431,myunyumuu,宮瀬 ぬっこ🐾,,@kuron_Vtuber わかるー！！Spotifyのcmで流れてて一目惚れしてずっとリピしてる…(●︎´▽︎`●︎)サビすごいすこ…！！,ja,[],[],[],1,0,1,[],[],https://twitter.com/myunyumuu/status/1448136464605212680,False,,0,,,,,,,,"[{'screen_name': 'kuron_Vtuber', 'name': '狐戌也 くろん / koinari kuron @両声類Vtuber', 'id': '1321861900695556096'}]",,,,,-0.638192
17,1448126077918928899,1446335927505149957,2021-10-13 12:18:56 JST,2021-10-13,12:18:56,900,1262379905326735361,n33_cm,ナッツちゃん,,もう解禁されてます！！！apple musicやLINE MUSIC、spotifyなどを見てもらえばわかると思います〜☺️  #ナッツちゃんのマシュマロ  https://t.co/693FnF8mzi,ja,[],[],['https://pbs.twimg.com/media/FBjG_MNWUAg18Dm.jpg'],1,0,1,['ナッツちゃんのマシュマロ'],[],https://twitter.com/n33_cm/status/1448126077918928899,False,,1,https://pbs.twimg.com/media/FBjG_MNWUAg18Dm.jpg,,,,,,,[],,,,,-0.5306817500000001
18,1448121207681953800,1448121207681953800,2021-10-13 11:59:35 JST,2021-10-13,11:59:35,900,1046701670149775361,netakili02,ここあ🦮,,掃除しながらYouTubeログアウトしたりログインしたりしながら、「検索」「再生」でCM飛ばさず、あいだに2.3個別の動画挟んでを繰り返してるんだけどこれでスミンのやり方合ってますか？ genieの再生とSpotifyの再生もしてたら家中からENHYPEN😂 #DIMENSION_DILEMMA #ENHYPENスミン #スミン,ja,[],[],[],0,0,0,"['dimension_dilemma', 'enhypenスミン', 'スミン']",[],https://twitter.com/netakili02/status/1448121207681953800,False,,0,,,,,,,,[],,,,,-0.37007433333333334
22,1448107042456080385,1448107042456080385,2021-10-13 11:03:18 JST,2021-10-13,11:03:18,900,3219551,umazura,UMAZURA,,abcクリニックのCMピーピーうるさい（by Spotify,ja,[],[],[],0,0,0,[],[],https://twitter.com/Umazura/status/1448107042456080385,False,,0,,,,,,,,[],,,,,-0.255375
27,1448085647370113032,1448085647370113032,2021-10-13 09:38:17 JST,2021-10-13,09:38:17,900,1442998711638892549,c6ul3royadcmbtz,🐰🐲はまうさぎ🐧🎁🌞🅱️🐶🦅,,"今日は1人なので スマホ楽天ミュージックでSO,KS 無限ループ 普通の音量で聴けてる。😊  PCは音無しで ツイッターやりながら SpotifyでSO,KS さらに 有志提供のリストでSO再生  家事らしきことをアリバイ程度にしつつの ながら応援中  BE:FIRST / Shining One / Gifted. / Kick Start / First Step",ja,[],[],[],0,7,6,[],[],https://twitter.com/c6Ul3RoyAdCMBtz/status/1448085647370113032,False,,0,,,,,,,,[],,,,,-0.1430508
29,1448084205209100295,1448084205209100295,2021-10-13 09:32:33 JST,2021-10-13,09:32:33,900,620030241,fuetoguitar,森小畝,,Spotifyで邦楽ダークポップアーティストさんのCMが流れてきて良いなと思ったんだけど喋りもダークでアーティスト名が聞き取れなかった。,ja,[],[],[],0,0,1,[],[],https://twitter.com/fuetoguitar/status/1448084205209100295,False,,0,,,,,,,,[],,,,,-0.18777320000000003
30,1448072120957689856,1448041168042745856,2021-10-13 08:44:32 JST,2021-10-13,08:44:32,900,1433360669462597634,ekkpehrwy1cz46w,もっちん,,@naoc2 Spotify無料は訳のわからないCM入るしね😅無料は使い勝手悪いよねwApple使い勝手いいのね？ちょっと月額調べてみてSpotifyと同じか安かったらそっちにしようかなぁ🤔Spotify確かに独自ｺﾝﾃﾝﾂあるね。私ﾋﾞｯﾍﾟﾝ好きなんだけど結構曲入ってるしね😊,ja,[],[],[],0,0,0,[],[],https://twitter.com/ekKPEhRWy1Cz46w/status/1448072120957689856,False,,0,,,,,,,,"[{'screen_name': 'naoc2', 'name': 'naoc', 'id': '288068617'}]",,,,,-0.49077271428571423
35,1447992393538543616,1447992393538543616,2021-10-13 03:27:43 JST,2021-10-13,03:27:43,900,520992647,cuscutaceae,蘇るの巻,,Spotify見てると出てくるなんかのCMで、尻の島でバカンスを楽しみ、飛行機雲が尻の形に飛ぶやつほんとに愉快で楽しいからみんなああいう広告になってほしい,ja,[],[],[],0,0,0,[],[],https://twitter.com/Cuscutaceae/status/1447992393538543616,False,,0,,,,,,,,[],,,,,-0.280639375
36,1447971004244844545,1447971004244844545,2021-10-13 02:02:44 JST,2021-10-13,02:02:44,900,276949011,tommyhana,トミィ🎈,,眠れなくてSpotifyの睡眠プレイリスト流してたら、cmで木村昴と！榎木淳弥！みたいなの入ってきてまた目が覚めた,ja,[],[],[],0,0,0,[],[],https://twitter.com/tommyhana/status/1447971004244844545,False,,0,,,,,,,,[],,,,,-0.4509554285714286
54,1447904151908716554,1447904151908716554,2021-10-12 21:37:05 JST,2021-10-12,21:37:05,900,197807942,c_mikzuki,mizuki@おぬ 11年目精神科看護師,,MISIAのアイノカタチってすごく良い歌だよね。スバルのレヴォーグのCMのやつ。いまSpotifyで聴いてるんだけど、すごい良いなって思う。,ja,[],[],[],1,0,16,[],[],https://twitter.com/c_mikzuki/status/1447904151908716554,False,,0,,,,,,,,[],,,,,0.1842955
58,1447878646509694978,1447878646509694978,2021-10-12 19:55:44 JST,2021-10-12,19:55:44,900,85245553,newparuo,広島焼き大好きっ子🍜,,オリオン科学株式会社さんは早くそのCMソングをSpotifyで聴けるようにしてください。 #空手バカ一代,ja,[],[],[],0,0,2,['空手バカ一代'],[],https://twitter.com/newparuo/status/1447878646509694978,False,,0,,,,,,,,[],,,,,-0.39787125
67,1447809135278391298,1447809135278391298,2021-10-12 15:19:31 JST,2021-10-12,15:19:31,900,3285519950,patapatagorira,ネリエ シンガーソングライター,,新曲高校の先輩に 配信リリース ネリエさんの全曲歌詞分析したら 必ずCM狙ってんの？とわかる ワードがぶっこまれています  純粋で天然ぽいけど 幼少期から悪知恵の働く子供でした  政治家にぬりたくないけど 音楽の力で世の中を明るくしたい  この気持ちは純粋です #Spotify #サブスク各社  https://t.co/qusPlYCoBu,ja,[],[],[],4,0,11,"['spotify', 'サブスク各社']",[],https://twitter.com/patapatagorira/status/1447809135278391298,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1447809070950326273/pu/img/ybIpuBNVWXU6Mt-b.jpg,,,,,,,[],,,,,-0.375319
72,1447755225394073610,1447755225394073610,2021-10-12 11:45:18 JST,2021-10-12,11:45:18,900,1023066791386337282,sunachris,砂クリさん,,Spotifyのcm、最初の頃はあからさまに邪魔な音声流してくるなー嫌だなーと思ってたんだけど、最近のあんまし不快な感じのない　電波くんのやつ好き,ja,[],[],[],0,0,0,[],[],https://twitter.com/sunachris/status/1447755225394073610,False,,0,,,,,,,,[],,,,,-0.46109416666666675
80,1447710342276993026,1447710342276993026,2021-10-12 08:46:57 JST,2021-10-12,08:46:57,900,1172473301458796544,303050_mgn,偉い,,Spotifyのディズニーcmのテンション好きだわ,ja,[],[],[],0,0,0,[],[],https://twitter.com/303050_MGN/status/1447710342276993026,False,,0,,,,,,,,[],,,,,0.12112
82,1447679263927271426,1447679263927271426,2021-10-12 06:43:27 JST,2021-10-12,06:43:27,900,103823804,biscuit0904,ビスハン,,SpotifyのフリープランのCMつくるだけの人生を送りたいと思ってしまうくらい疲れているらしい。,ja,[],[],[],0,0,0,[],[],https://twitter.com/biscuit0904/status/1447679263927271426,False,,0,,,,,,,,[],,,,,-0.28261625
89,1447606365480886277,1447606365480886277,2021-10-12 01:53:47 JST,2021-10-12,01:53:47,900,1405159775499788293,ini_masaya_26,𝚛𝚎𝚖𝚒𝚗𝚒,,「LINE MUSICは音楽番組やテレビCMなどメディア露出からのランキングへの影響が大きく、一方、Spotifyは「Tokyo Super Hits」「World Vibes」ほかアーティストが作るものまで無数のプレイリストがあり、そこ発で国境を超えた世界的なヒットが生まれていることが特徴的だ。」  なるほど🤔  アイエヌアイ,ja,[],[],[],0,0,1,[],[],https://twitter.com/ini_masaya_26/status/1447606365480886277,False,,0,,,,,,,,[],,,,,-0.48088112499999996
102,1447536816622424068,1447536816622424068,2021-10-11 21:17:25 JST,2021-10-11,21:17:25,900,1246054758185484289,ikumi__193_,𝐈𝐊𝐔𝐌𝐈 ¨̮♡💎𝟏𝟗𝟑,,#三浦風雅 の投稿動画を楽しみましょう！ https://t.co/huo39LsFah   #TikTok  #cover #弾き語り   #不可幸力 #Vaundy  #歌ってみた   #Spotify  #CM  @fuga2828 ✅  癒しの歌声🥰✨ フォロワー５万人目指してます♡♡,ja,"[{'screen_name': 'fuga2828', 'name': '三浦風雅 （official）', 'id': '2762215836'}]",['https://vt.tiktok.com/ZSeL1e23B/'],[],0,2,36,"['三浦風雅', 'tiktok', 'cover', '弾き語り', '不可幸力', 'vaundy', '歌ってみた', 'spotify', 'cm']",[],https://twitter.com/ikumi__193_/status/1447536816622424068,False,,0,,,,,,,,[],,,,,-0.11037149999999996
104,1447527985255366663,1447527691138125829,2021-10-11 20:42:20 JST,2021-10-11,20:42:20,900,1930004240,tomitashogo12,トミタショウゴOfficial-info,,Apple Music、spotify、LINE MUSIC、Amazon music、iTuns store、など。  artwork:ハブチユウスケ Music video:シッカイ映像制作、竹内修平 CM編集:トミタショウゴ  作詞作曲/トミタショウゴ VoGt トミタショウゴ Ba 木田聡 Dr 前島文子 Pf 濱田卓也,ja,[],[],[],0,1,3,[],[],https://twitter.com/tomitashogo12/status/1447527985255366663,False,,0,,,,,,,,[],,,,,0.0
111,1447504664119824385,1447504664119824385,2021-10-11 19:09:39 JST,2021-10-11,19:09:39,900,157688871,kiyominxx,きよ,,洋楽垂れ流すとよくボルダリングジムでかかってるオシャレソングが流れてくるww Spotifyの有料契約してよかったのは変なCM抜きで垂れ流せることだなぁ、と。,ja,[],[],[],0,0,1,[],[],https://twitter.com/kiyominxx/status/1447504664119824385,False,,0,,,,,,,,[],,,,,-0.32778016666666665
114,1447493962516758533,1447490424621330438,2021-10-11 18:27:08 JST,2021-10-11,18:27:08,900,933676123145191429,oniichanac,おにーちゃん,,Spotifyに桑田佳祐ユニクロCMのプレイリストがあって歓喜,ja,[],[],[],0,0,0,[],[],https://twitter.com/oniichanac/status/1447493962516758533,False,,0,,,,,,,,[],,,,,0.12799099999999997
115,1447492679072239618,1447492679072239618,2021-10-11 18:22:02 JST,2021-10-11,18:22:02,900,1404422967258271744,norapexer,在日日本人⚡️,, https://t.co/Jp7w6jrmRs この曲SpotifyのCMに使われないかな〜,ja,[],['https://open.spotify.com/track/0EE6hnWdmiOq7LosrSHQcw?si=wPX3chd_TJC_YHXW2JR8JA&dl_branch=1'],[],0,0,0,[],[],https://twitter.com/norapexer/status/1447492679072239618,False,,0,,,,,,,,[],,,,,-0.873176
116,1447482714228092937,1447482714228092937,2021-10-11 17:42:26 JST,2021-10-11,17:42:26,900,822810773122523139,myo0505_rkrn,みょう,,Spotifyで流れてる榎木くんと昴にいの某CM、完全にゆじと東堂で毎度笑っちゃう,ja,[],[],[],0,0,0,[],[],https://twitter.com/myo0505_rkrn/status/1447482714228092937,False,,0,,,,,,,,[],,,,,-0.448535
118,1447474035768500224,1447474035768500224,2021-10-11 17:07:57 JST,2021-10-11,17:07:57,900,842048013765812226,noir_2244,のあーる,,SpotifyのディズニーのCM流れる度に顔にやけんのほんときもいからやめたい(),ja,[],[],[],0,0,0,[],[],https://twitter.com/Noir_2244/status/1447474035768500224,False,,0,,,,,,,,[],,,,,-0.8863136666666667
122,1447438071373258755,1447438071373258755,2021-10-11 14:45:02 JST,2021-10-11,14:45:02,900,295730437,indyindia,Indy India,,spotify聴いてたら急にCMが…うぜえええええええええ,ja,[],[],[],0,0,0,[],[],https://twitter.com/IndyIndia/status/1447438071373258755,False,,0,,,,,,,,[],,,,,-0.968355
127,1447428116264067074,1446335927505149957,2021-10-11 14:05:29 JST,2021-10-11,14:05:29,900,1262379905326735361,n33_cm,ナッツちゃん,,「音源」は音楽サイト(日本＆海外Apple music、Spotify、LINE music、genie、韓国melon)の音楽再生回数のことで、「音盤」はアルバム売上数のことを言います🙆‍♀️ ちなみに最近のアイドルは海外人気が強いので音源(特に韓国でしか使えないmelon)が弱いです🥲🥲  #ナッツちゃんのマシュマロ  https://t.co/UchtuRBYPW,ja,[],[],['https://pbs.twimg.com/media/FBZMMxCVQAIMW4f.jpg'],1,0,1,['ナッツちゃんのマシュマロ'],[],https://twitter.com/n33_cm/status/1447428116264067074,False,,1,https://pbs.twimg.com/media/FBZMMxCVQAIMW4f.jpg,,,,,,,[],,,,,-0.4170113333333334
128,1447422608085958657,1447422608085958657,2021-10-11 13:43:36 JST,2021-10-11,13:43:36,900,1402912325103874052,tomozoustudying,ともぞう@社労士受験生＆行政書士受験生🔰,,radikoでラジオ日経第一を聞きながら勉強してみようとしたのだが、言語音声があるともう無理なんだなぁ。 意味を取ろうとして意識が聴覚に引っ張られてしまう。 Spotifyも3か月のプレミアム会員期間が終わってCMが入るようになってしまったし…まぁCMくらいは息抜きタイムとするかー。,ja,[],[],[],0,0,1,[],[],https://twitter.com/tomozoustudying/status/1447422608085958657,False,,0,,,,,,,,[],,,,,-0.5271975
131,1447410085408350208,1447397704292716550,2021-10-11 12:53:50 JST,2021-10-11,12:53:50,900,957204768,pljik,けい🗻🏃🏼‍♂️💨🦢,,@sunnysunny5551 一緒にテレビを見ていた夫は「これ、確か車のCMやったよね？」と、かなりしっかり覚えてました😊  spotifyで検索してみたらありました！ 少し聴いてみましたよ♪  これからの季節、良さそうだなぁと思いました✨✨✨   https://t.co/2GM8nwqtxd,ja,[],['https://open.spotify.com/album/5FrMUedN6cCfkUpqzAuMgH?si=NijBNRAnTjW5wTL9Qim04Q&dl_branch=1'],[],1,0,1,[],[],https://twitter.com/pljik/status/1447410085408350208,False,,0,,,,,,,,"[{'screen_name': 'sunnysunny5551', 'name': 'さにぱんだ( ˙༥˙ )🍠', 'id': '1208315704337788929'}]",,,,,-0.8134359999999999
136,1447359254193590274,1447359254193590274,2021-10-11 09:31:51 JST,2021-10-11,09:31:51,900,1301475748897648640,kukukuroneko1,kukukuroneko,,車でSpotify聴いててでずにーのCMの木村昴さん出てきたのに驚いたのとすっげ楽しそうだったので1人車で、んんんふふつふふぐぐってオタク丸出しな笑いをしてしまった。,ja,[],[],[],0,0,0,[],[],https://twitter.com/kukukuroneko1/status/1447359254193590274,False,,0,,,,,,,,[],,,,,-0.5317511666666667
137,1447358212001263618,1447358212001263618,2021-10-11 09:27:43 JST,2021-10-11,09:27:43,900,1113077678662332417,niwa_162cm,にわ / マンガ760,,千本ノックのごとく、皆さんから頂いたお便りをキャッチしていく「おた返のコーナー」！ 昨日さらっと配信！  灼熱カバディ、最終兵器彼女、頭文字D、ファイナルファンタジー。有名作品出てますねぇ。  🍎Apple Podcast→  https://t.co/TOPG7gbWcm 🥝Spotify→  https://t.co/tk7xKKhNib #マンガ760,ja,[],"['https://apple.co/3aru0zC', 'https://spoti.fi/308Xhgp']",[],0,1,6,['マンガ760'],[],https://twitter.com/niwa_162cm/status/1447358212001263618,False,,0,,,,,,,,[],,,,,-0.4598368
138,1447356579192340482,1447356579192340482,2021-10-11 09:21:13 JST,2021-10-11,09:21:13,900,358145944,tsudunarita,成田つづ🍎しろみきみ🍳,,Spotifyのcmで木村昴にであったよ  https://t.co/E6MOE5NIlT,ja,[],[],['https://pbs.twimg.com/media/FBYLItZUcAETK1y.jpg'],0,0,0,[],[],https://twitter.com/TsuduNarita/status/1447356579192340482,False,,1,https://pbs.twimg.com/media/FBYLItZUcAETK1y.jpg,,,,,,,[],,,,,-0.434361
139,1447334334319390720,1447334334319390720,2021-10-11 07:52:50 JST,2021-10-11,07:52:50,900,1373456271693639681,wauta666_sub,わわうた,,Spotifyのcm最近も秀逸すぎてだいすこ。 特に電波くん,ja,[],[],[],0,0,1,[],[],https://twitter.com/wauta666_sub/status/1447334334319390720,False,,0,,,,,,,,[],,,,,0.11433803333333332
147,1447225054492647425,1447225054492647425,2021-10-11 00:38:35 JST,2021-10-11,00:38:35,900,1259518364478627840,bilinpiyo,ぴよ | Piyo,,ブルーアーカイブっていうゲームのCM見たけどBGMがなかなか良い。  サントラをSpotifyとかで載せて欲しいな。あと作曲家も知りたい,ja,[],[],[],0,0,0,[],[],https://twitter.com/bilinPiyo/status/1447225054492647425,False,,0,,,,,,,,[],,,,,0.0997433333333333
149,1447216977924083713,1447216977924083713,2021-10-11 00:06:30 JST,2021-10-11,00:06:30,900,946787370308845568,the_8975,はちしげ,,ipadでapplemusic同期うまくいかなかったからほぼ使わないSpotify聴いてたら榎木じゅ…ときむすばのディズニーCM流れてきてチョ〜びびった、これ聞きたいおたくいっぱいいそう,ja,[],[],[],0,0,0,[],[],https://twitter.com/the_8975/status/1447216977924083713,False,,0,,,,,,,,[],,,,,-0.5924185
152,1447206018748874752,1447206018748874752,2021-10-10 23:22:57 JST,2021-10-10,23:22:57,900,1146763575249133569,jasminet_cc,える(Elle),,気分を明るくしようと思ってSpotifyで音楽をかけたら、某テラスのCMが流れてきてびっくり　某テラスでもSpotifyに広告を出す時代なのか…,ja,[],[],[],0,0,1,[],[],https://twitter.com/jasminet_cc/status/1447206018748874752,False,,0,,,,,,,,[],,,,,-0.5710828571428571
156,1447187876358213647,1447187876358213647,2021-10-10 22:10:51 JST,2021-10-10,22:10:51,900,1033364245772025857,kazuya163cm,ツイステッドワンダーランドすきすきbot,,話がうまく進めばアップルとかSpotifyとかで聞ける私が入ってる曲が出来そうだ〜 幼馴染3人でプレイリストに入る夢が叶いそうでにっこり,ja,[],[],[],1,0,6,[],[],https://twitter.com/kazuya163cm/status/1447187876358213647,False,,0,,,,,,,,[],,,,,-0.353095
157,1447179630570442755,1447179630570442755,2021-10-10 21:38:05 JST,2021-10-10,21:38:05,900,83893837,uesugy,ギイ サンザメク ドミニク,,radikoだと曲とCMありだし地震速報まで割り込んできた Spotifyにポッドキャスト速やかにあげてー #Aマッソヤンタン,ja,[],[],[],2,0,0,['aマッソヤンタン'],[],https://twitter.com/uesugy/status/1447179630570442755,False,,0,,,,,,,,[],,,,,-0.21910683333333333
159,1447168094070194188,1447168094070194188,2021-10-10 20:52:15 JST,2021-10-10,20:52:15,900,1398985417504874509,center_jam3,はるみち🍅,,遅ればせながら… 歌詞も曲も良かった🥺そして予想外のCMに釘付けになった😍 大人気のBORUTOの様に沢山の人に愛されるといいな💓  ゆっくり聴きなおそうと思ったら何故か録画が出来てなかった😭 0時を楽しみに待ちます😅 この際Spotify 入ろかな！  #新EDテーマはJO1のPrologue #JO1 @official_jo1,ja,"[{'screen_name': 'official_jo1', 'name': 'jo1', 'id': '1204439457073487872'}]",[],[],0,8,11,"['新edテーマはjo1のprologue', 'jo1']",[],https://twitter.com/center_jam3/status/1447168094070194188,False,,0,,,,,,,,[],,,,,-0.6369522
160,1447141311954309133,1447141311954309133,2021-10-10 19:05:50 JST,2021-10-10,19:05:50,900,1290688445547868160,iihozcmhfdcmms8,あきもとやすしのセックス,,Spotifyでおすすめ教えて フォロワーさーん私エッチしたいわー★DMちょうだい,ja,[],[],[],0,0,0,[],[],https://twitter.com/iIHozCMHfdCmmS8/status/1447141311954309133,False,,0,,,,,,,,[],,,,,-0.6537073333333333
163,1447123955437821961,1447115270007394305,2021-10-10 17:56:51 JST,2021-10-10,17:56:51,900,1395306269498437634,o827__163cm,♡暁ぴょい伝説♡,,@__Q4IR 全然大丈夫よ Spotify神👊🏻,ja,[],[],[],1,0,0,[],[],https://twitter.com/O827__163cm/status/1447123955437821961,False,,0,,,,,,,,"[{'screen_name': '__Q4IR', 'name': 'その', 'id': '1426844740016771074'}]",,,,,0.15590750000000003
164,1447120338194624515,1447120338194624515,2021-10-10 17:42:29 JST,2021-10-10,17:42:29,900,777791236006486016,saitozai,さいとう,,レイトンサントラSpotifyで聴けるがCMやら他の曲がめちゃ流れたりと快適でないので金を払って買えということですか…,ja,[],[],[],0,0,0,[],[],https://twitter.com/saitozai/status/1447120338194624515,False,,0,,,,,,,,[],,,,,-0.46525900000000003
167,1447076530706731012,1447076530706731012,2021-10-10 14:48:24 JST,2021-10-10,14:48:24,900,850980420044836864,160cm_9,と【フォロバ100】,,Spotifyのダウンロード機能ダメダメなの？上限すぐ来たんだけどなんでなん？,ja,[],[],[],1,0,9,[],[],https://twitter.com/160cm_9/status/1447076530706731012,False,,0,,,,,,,,[],,,,,-0.446315
171,1447067720130781191,1447067720130781191,2021-10-10 14:13:24 JST,2021-10-10,14:13:24,900,1389791430210584578,2voice_singer,2VOICE - 原順子 叶央介,,いかがお過ごしですか？ こちらのYouTubeリストは #ミュージックセレナーデセレクション Vol.1～6まで続けてお楽しみいただけます🎶  https://t.co/PHKs2fj8GZ CMなしのご視聴は Apple Music Spotify Amazon Music LINE MUSIC AWA iTunes Store mora レコチョク から💁🏻💁🏻‍♂️ 詳細 https://t.co/Px22OQzJue,ja,[],"['https://youtube.com/playlist?list=PLLjpjoJ8_i7Y-hvQeHCoMYBeJzfXMD_9_', 'https://www.2voice.jp/discography']",[],0,3,19,['ミュージックセレナーデセレクション'],[],https://twitter.com/2VOICE_singer/status/1447067720130781191,False,,0,,,,,,,,[],,,,,-0.537843
174,1447054270092570630,1447054270092570630,2021-10-10 13:19:57 JST,2021-10-10,13:19:57,900,2935122354,ichi_1004h,🎾💯,,この前行ったサロンのBGMがSpotifyだったんだけどまさかの無料版で数曲ごとにCM入ってエーッてなった…お店でくらい有料にせえよ…,ja,[],[],[],0,0,0,[],[],https://twitter.com/ichi_1004h/status/1447054270092570630,False,,0,,,,,,,,[],,,,,-0.44980899999999996
175,1447044468234862595,1447044468234862595,2021-10-10 12:41:00 JST,2021-10-10,12:41:00,900,1302549946562797568,marurepo1010,月刊００レポート,,第13号付録『月刊00レポートのCMとED曲』配信開始❗️  Spotify⇒  https://t.co/GxoTt1Opuu Apple ⇒  https://t.co/FmPbCf9REB ラジオクラウド他各社配信サイトで配信中  #00レポ #ポッドキャスト  https://t.co/ddmXGnGocO,ja,[],"['https://spoti.fi/3DpvXca', 'https://apple.co/3DnVMcH']","['https://pbs.twimg.com/media/FBTvRicVkAY3lgU.jpg', 'https://pbs.twimg.com/media/FBTvRiaUYAEKzv2.jpg', 'https://pbs.twimg.com/media/FBTvRikVUAExFDC.jpg']",0,2,8,"['00レポ', 'ポッドキャスト']",[],https://twitter.com/marurepo1010/status/1447044468234862595,False,,1,https://pbs.twimg.com/media/FBTvRicVkAY3lgU.jpg,,,,,,,[],,,,,-0.368263625
176,1447037606005383173,1447037606005383173,2021-10-10 12:13:44 JST,2021-10-10,12:13:44,900,1403990974531981316,izqnqi_ordeen,Ordeen,,Spotify、不快なcmを大量に作ることでプレミアムプランに誘導してるの普通に頭良い 最近のでんぱくんのcm拷問すぎる,ja,[],[],[],0,0,10,[],[],https://twitter.com/izqnqi_Ordeen/status/1447037606005383173,False,,0,,,,,,,,[],,,,,-0.3053051285714286
177,1447027861362118661,1447027861362118661,2021-10-10 11:35:01 JST,2021-10-10,11:35:01,900,1008531900737024000,sakura_online15,さくらんぼん,,スキズ公式からの通知探せなかったけど、今spotifyでスキズ曲＋αをシャッフルしてたら急に短い「Scars」が流れスキズの声が！！ びっくりして食器洗いやめて画面チェック。Kpop-freshのCMらしい？ 「僕たちの曲をよろしく」という短いCMだった✨  https://t.co/QbMnvr55UP  #straykids #Scars #スキズ,ja,[],['https://open.spotify.com/playlist/37i9dQZF1DX1LU4UHKqdtg?si=90f6c2883bf54adb'],[],0,0,0,"['straykids', 'scars', 'スキズ']",[],https://twitter.com/sakura_online15/status/1447027861362118661,False,,0,,,,,,,,[],,,,,-0.7541137499999999
179,1447000112463417345,1446998896169811971,2021-10-10 09:44:45 JST,2021-10-10,09:44:45,900,969860804,cm_4chang,アテナ,,@neeeeeeeeduco Spotifyです！(ファミリープランで母上に払ってもらってます…),ja,[],[],[],1,0,0,[],[],https://twitter.com/cm_4chang/status/1447000112463417345,False,,0,,,,,,,,"[{'screen_name': 'neeeeeeeeduco', 'name': '根津子', 'id': '1181372223459741696'}]",,,,,-0.34733899999999995
180,1446997363998937088,1446997363998937088,2021-10-10 09:33:50 JST,2021-10-10,09:33:50,900,3037344572,suggestions2014,jj,,Spotifyフリープランをecho show5で聴いてたら、イオンモバイルのCM流れてきた！SpotifyのCMってプレミアムプランにアップグレードしましょう〜とか、転職サポートするよーみたいなCmが多いんだけど、格安SIMのもあるんだな。,ja,[],[],[],0,0,1,[],[],https://twitter.com/suggestions2014/status/1446997363998937088,False,,0,,,,,,,,[],,,,,-0.45469625
181,1446992741108305925,1446992741108305925,2021-10-10 09:15:27 JST,2021-10-10,09:15:27,900,1286543259532005376,luka_ssaw,るか。(Y),,SpotifyのCMですばるさんとえのきさん出てきたｗｗｗｗｗディズニーのやつ☺️,ja,[],[],[],0,0,0,[],[],https://twitter.com/Luka_ssaw/status/1446992741108305925,False,,0,,,,,,,,[],,,,,-0.5450265
182,1446990319057137670,1446990319057137670,2021-10-10 09:05:50 JST,2021-10-10,09:05:50,900,1290688445547868160,iihozcmhfdcmms8,あきもとやすしのセックス,,Spotifyでおすすめ教えて DMなるべく早く返すのでメッセください♪,ja,[],[],[],0,0,0,[],[],https://twitter.com/iIHozCMHfdCmmS8/status/1446990319057137670,False,,0,,,,,,,,[],,,,,-0.40512713333333333
187,1446966059186020354,1446966059186020354,2021-10-10 07:29:26 JST,2021-10-10,07:29:26,900,2430372276,saltwater255,しおみず🍆🍿💉💘👠⛓,,Spotifyのcmで広告出すならTwitterって流れてきたけど多分最も広告と相性悪くないか,ja,[],[],[],0,0,2,[],[],https://twitter.com/saltwater255/status/1446966059186020354,False,,0,,,,,,,,[],,,,,-0.5110670500000001
195,1446863568096268293,1446863568096268293,2021-10-10 00:42:10 JST,2021-10-10,00:42:10,900,19958328,imosp,ぽてっちゃん,,Spotifyで「おいし～いキノコはホ・ク・ト、ネット～のキノコはネ・ク・ソ・ン」って謎CM流れてきて草 メイプルストーリーとホクトコラボイベってどういうことなの・・・,ja,[],[],[],0,0,0,[],[],https://twitter.com/imosp/status/1446863568096268293,False,,0,,,,,,,,[],,,,,-0.49644750000000004
197,1446858024551780357,1446858024551780357,2021-10-10 00:20:09 JST,2021-10-10,00:20:09,900,134364991,matsu_blue,MIKEY,,じゅの虎杖くんで知った時も思ったけど、榎本さんお声めちゃくちゃ好きだな (SpotifyのディズニーCM聴いて改めて),ja,[],[],[],1,0,0,[],[],https://twitter.com/matsu_blue/status/1446858024551780357,False,,0,,,,,,,,[],,,,,-0.37541900000000006
200,1446848722034311170,1446848722034311170,2021-10-09 23:43:11 JST,2021-10-09,23:43:11,900,115915452,naru_t_o,なると,,SpotifyのCM、 あいつら全員同窓会 から最近 なんでも言っちゃってぇ〜 になってる,ja,[],[],[],0,0,0,[],[],https://twitter.com/naru_t_o/status/1446848722034311170,False,,0,,,,,,,,[],,,,,-0.0125929
